Connected Company,Start Company Sector,Connected Company Sector,Start CompanyID*,Start Company Type,Start Company Role End Date,Connected Company Index,DirectorID*,Connected Company Duration,ED/NED/Non-Brd,Connected Company Role End Date,Connected Company Current/Historic,Start Company Current/Historic,Connected CompanyID*,Start Company,Connected Company Type,Start Company Duration,Start Company Role,Start Company Role Start Date,Connected Company Country,Connected Company Role Name,Start Company Country,Start ED/NED/Non-Brd,Start Company Index,Director Name,Connected Company Role Start Date,inputfilestem,region,mgmt_type,workbook_name,fragment_number,sheet_name
92nd Street Young Men's and Young Women's Hebrew Association (92nd Street Y),Utilities - Other,,1209810726,Quoted,Current,,52203312010,21,Non-Brd,Current,Current,Current,70370710095,CONSOLIDATED EDISON INC,Charities,23,Director - Investor Relations,1998-08-01 00:00:00,United States,Instructor,United States,Non-Brd,S&P 500,Jan C Childress,2000.0,NA - Company Network - 5,NA,Director,Company Network,5,
ABB USA,Utilities - Other,,1209810726,Quoted,,,24710187875,5,Non-Brd,1995,Historic (1995),Historic,861996472,CONSOLIDATED EDISON INC,Private,,Various Positions,,United States,Various Positions,United States,Non-Brd,S&P 500,Patric (Pat) Caramante,1990.0,NA - Company Network - 5,NA,Director,Company Network,5,
@Home Networks Solutions Inc,Speciality & Other Finance,,163944087,Quoted,1996-10-01 00:00:00,,13791717083,1,Non-Brd,1997-12-01 00:00:00,Historic (1997),Historic (1996),7928078883,E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020),Private,2,Various Positions,1995-03-01 00:00:00,United States,Representative,United States,Non-Brd,,Erik Gunther,1996-10-01 00:00:00,NA - Company Network - 6,NA,Director,Company Network,6,
100 Black Men of Atlanta Inc,Speciality & Other Finance,,163944087,Quoted,2009,,14205827543,1,Other,2015,Historic (2015),Historic (2009),4948729914,E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020),Private,3,Senior VP - Ops,2006,United States,Member,United States,Non-Brd,,Ramon K Gregory,2014,NA - Company Network - 6,NA,Director,Company Network,6,
100 Women in Hedge Funds,Speciality & Other Finance,,163944087,Quoted,2002,,23046625941,18,Other,2018-12-01 00:00:00,Current,Historic (2002),11038372774,E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020),Private,2,Vice President,2000,United States,Director -SD,United States,Non-Brd,,Mindy M Posoff,2001-01-01 00:00:00,NA - Company Network - 6,NA,Director,Company Network,6,
100 Women in Hedge Funds,Speciality & Other Finance,,163944087,Quoted,2002,,23046625941,2,Other,Current,Current,Historic (2002),11038372774,E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020),Private,2,Vice President,2000,United States,Vice Chairman Emeritus,United States,Non-Brd,,Mindy M Posoff,2018-12-01 00:00:00,NA - Company Network - 6,NA,Director,Company Network,6,
1stUp.com Corp,Speciality & Other Finance,,163944087,Quoted,1999,,197436112259,2,Non-Brd,2001,Historic (2001),Historic (1999),12780265846,E*TRADE FINANCIAL CORP (E Trade Group prior to 10/2003) (De-listed 10/2020),Private,2,Product Manager,1997,United States,Director - Development,United States,Non-Brd,,Michael (Mike) Davis Tadlock,1999,NA - Company Network - 6,NA,Director,Company Network,6,
1st Financial Services Corp (Ceased Trading 01/2014),Banks,Banks,422759,Quoted,2007-09-01 00:00:00,,11309813411,3,Non-Brd,2013-09-04 00:00:00,Historic (2014),Historic (2007),12609725623,FIRST CHARTER CORP (De-listed 06/2008),Private,1,Director - Finance,2006-09-01 00:00:00,United States,Executive VP/CFO/Treasurer,United States,Non-Brd,,Holly Lynn Schreiber,2010-05-24 00:00:00,NA - Company Network - 7,NA,Director,Company Network,7,
1st Financial Services Corp (Ceased Trading 01/2014),Banks,Banks,422759,Quoted,2007-09-01 00:00:00,,11309813411,< 1 Year,Non-Brd,2014-01-01 00:00:00,Historic (2014),Historic (2007),12609725623,FIRST CHARTER CORP (De-listed 06/2008),Private,1,Director - Finance,2006-09-01 00:00:00,United States,Consultant,United States,Non-Brd,,Holly Lynn Schreiber,2013-09-04 00:00:00,NA - Company Network - 7,NA,Director,Company Network,7,
1st United Bank Inc (Ceased Trading 11/2014),Banks,,422759,Quoted,2008-06-01 00:00:00,,3682887854,1,Non-Brd,2014-11-01 00:00:00,Historic (2014),Historic (2008),63692112809,FIRST CHARTER CORP (De-listed 06/2008),Private,2,Senior VP,2006-10-01 00:00:00,United States,Senior VP/Chief Credit Officer,United States,Non-Brd,,Michael (Mike) Allen McAvoy,2013,NA - Company Network - 7,NA,Director,Company Network,7,
AARP Inc (Formerly known as American Association of Retired Persons),Banks,,422759,Quoted,2008-06-09 00:00:00,,53156312675,2,Other,2020,Historic (2020),Historic (2008),286780611352,FIRST CHARTER CORP (De-listed 06/2008),Charities,2,Independent Director,2006-07-26 00:00:00,United States,Second Vice Chairman,United States,NED,,Jewell D Hoover,2018,NA - Company Network - 7,NA,Director,Company Network,7,
AARP Inc (Formerly known as American Association of Retired Persons),Banks,,422759,Quoted,2008-06-09 00:00:00,,53156312675,4,Other,2016,Historic (2020),Historic (2008),286780611352,FIRST CHARTER CORP (De-listed 06/2008),Charities,2,Independent Director,2006-07-26 00:00:00,United States,Director -SD,United States,NED,,Jewell D Hoover,2012-05-02 00:00:00,NA - Company Network - 7,NA,Director,Company Network,7,
3x Nell LLC,Health,,202608236,Quoted,2005-07-01 00:00:00,,1227103059,2,Non-Brd,2000,Historic (2000),Historic (2005),4941909862,HANGER INC (Hanger Orthopedic Group Inc prior to 06/2012) (De-listed 02/2016),Private,6,Independent Director,1999-09-16 00:00:00,United States,Principal,United States,NED,,Charles (Ray) Raymond Larkin Jr,1998-07-01 00:00:00,NA - Company Network - 8,NA,Director,Company Network,8,
99 Cents Only Stores LLC (99 Cents Only Stores Inc prior to 10/2013),Health,General Retailers,202608236,Quoted,2016-02-29 00:00:00,,4806258662,5,NED,2016-08-23 00:00:00,Historic (2016),Historic (2016),185760711398,HANGER INC (Hanger Orthopedic Group Inc prior to 06/2012) (De-listed 02/2016),Private,6,Observer,2010-04-01 00:00:00,United States,Independent Director,United States,Non-Brd,,Adam L Stein,2012-01-17 00:00:00,NA - Company Network - 8,NA,Director,Company Network,8,
ABBOTT LABORATORIES,Health,Pharmaceuticals and Biotechnology,202608236,Quoted,2016-02-29 00:00:00,"S&P 100, S&P 500",426197367,1,Non-Brd,1990,Historic (2004),Historic (2016),14632025,HANGER INC (Hanger Orthopedic Group Inc prior to 06/2012) (De-listed 02/2016),Quoted,2,Independent Director,2013-11-21 00:00:00,United States,General Manager,United States,NED,,Christopher (Chris) B Begley,1989,NA - Company Network - 8,NA,Director,Company Network,8,
ABBOTT LABORATORIES,Health,Pharmaceuticals and Biotechnology,202608236,Quoted,2016-02-29 00:00:00,"S&P 100, S&P 500",426197367,3,Non-Brd,1989,Historic (2004),Historic (2016),14632025,HANGER INC (Hanger Orthopedic Group Inc prior to 06/2012) (De-listed 02/2016),Quoted,2,Independent Director,2013-11-21 00:00:00,United States,Various Positions,United States,NED,,Christopher (Chris) B Begley,1986-07-01 00:00:00,NA - Company Network - 8,NA,Director,Company Network,8,
ABBOTT LABORATORIES,Health,Pharmaceuticals and Biotechnology,202608236,Quoted,2016-02-29 00:00:00,"S&P 100, S&P 500",426197367,3,Non-Brd,1996,Historic (2004),Historic (2016),14632025,HANGER INC (Hanger Orthopedic Group Inc prior to 06/2012) (De-listed 02/2016),Quoted,2,Independent Director,2013-11-21 00:00:00,United States,Vice President,United States,NED,,Christopher (Chris) B Begley,1993,NA - Company Network - 8,NA,Director,Company Network,8,
16 Sutton Place Apartment Corp,Forestry & Paper,,2301110323,Quoted,,,2450035735,,Non-Brd,,Historic,Historic,277385010612,INTERNATIONAL PAPER CO,Private,,Various Positions,,United States,President,United States,Non-Brd,S&P 500,Milton (Milt) J Walters,,NA - Company Network - 9,NA,Director,Company Network,9,
1SPATIAL PLC (Avisen PLC prior to 04/2012),Forestry & Paper,Software & Computer Services,2301110323,Quoted,,FTSE AIM,185071711344,2,Non-Brd,2011-06-01 00:00:00,Historic (2011),Historic,70708110373,INTERNATIONAL PAPER CO,Quoted,,Various Positions,,United Kingdom - England,Associate,United States,Non-Brd,S&P 500,Nicholas (Nick) Thomas Southwell,2009-08-01 00:00:00,NA - Company Network - 9,NA,Director,Company Network,9,
3COM CORP (De-listed 04/2010),Forestry & Paper,Information Technology Hardware,2301110323,Quoted,,,4646210563,,Non-Brd,,Historic,Historic,11053344,INTERNATIONAL PAPER CO,Quoted,,Consultant,,United States,Consultant,United States,Non-Brd,S&P 500,Professor Doctor Dipak Chand Jain,,NA - Company Network - 9,NA,Director,Company Network,9,
3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),Forestry & Paper,Diversified Industrials,2301110323,Quoted,,"DOW JONES INDUSTRIAL AVG, S&P 100, S&P 500",1051213378,,Non-Brd,,Historic,Historic,279913389,INTERNATIONAL PAPER CO,Quoted,,Various Positions,,United States,Various Positions,United States,Non-Brd,S&P 500,Doctor Denny Smith,,NA - Company Network - 9,NA,Director,Company Network,9,
3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),Forestry & Paper,Diversified Industrials,2301110323,Quoted,2010-06-01 00:00:00,"DOW JONES INDUSTRIAL AVG, S&P 100, S&P 500",15409218749,4,Non-Brd,1999,Historic (1999),Historic (2010),279913389,INTERNATIONAL PAPER CO,Quoted,5,Specialist,2005-08-01 00:00:00,United States,Supervisor,United States,Non-Brd,S&P 500,Morris Perli,1995,NA - Company Network - 9,NA,Director,Company Network,9,
2XU Pty Ltd,Real Estate,,6797067907,Quoted,Current,,5371181526,2,NED,2019,Historic (2019),Current,26539509608,ABACUS PROPERTY GROUP,Private,2,Independent NED,2018-12-13 00:00:00,Australia,NED,Australia,NED,"ASX ALL ORDINARIES, S&P/ASX200, S&P/ASX300",Holly Suzanna Kramer,2017-06-01 00:00:00,ROW - Company Network - 1,ROW,Director,Company Network,1,
360 CAPITAL GROUP LTD (Trafalgar Corporate Group Ltd prior to 10/2013),Real Estate,Real Estate,6797067907,Quoted,2002-07-01 00:00:00,ASX ALL ORDINARIES,14017247333,3,Non-Brd,2014-01-01 00:00:00,Historic (2014),Historic (2002),7895588584,ABACUS PROPERTY GROUP,Quoted,1,Assistant Manager,2001-07-01 00:00:00,Australia,Fund Manager,Australia,Non-Brd,"ASX ALL ORDINARIES, S&P/ASX200, S&P/ASX300",Nicole Plant,2011,ROW - Company Network - 1,ROW,Director,Company Network,1,
360 CAPITAL GROUP LTD (Trafalgar Corporate Group Ltd prior to 10/2013),Real Estate,Real Estate,6797067907,Quoted,2006,ASX ALL ORDINARIES,8919998545,1,Non-Brd,2017-01-01 00:00:00,Historic (2017),Historic (2006),7895588584,ABACUS PROPERTY GROUP,Quoted,4,Accountant,2002,Australia,Senior Fund Accountant,Australia,Non-Brd,"ASX ALL ORDINARIES, S&P/ASX200, S&P/ASX300",Tim Au-Yeung,2016-04-01 00:00:00,ROW - Company Network - 1,ROW,Director,Company Network,1,
360 Capital Industrial Fund (Listed 12/2012),Real Estate,,6797067907,Quoted,2002-07-01 00:00:00,,14017247333,1,Non-Brd,2012-12-13 00:00:00,Historic (2012),Historic (2002),206703312907,ABACUS PROPERTY GROUP,Private,1,Assistant Manager,2001-07-01 00:00:00,Australia,Fund Manager,Australia,Non-Brd,"ASX ALL ORDINARIES, S&P/ASX200, S&P/ASX300",Nicole Plant,2011,ROW - Company Network - 1,ROW,Director,Company Network,1,
Abacus Funds Management Ltd,Real Estate,,6797067907,Quoted,2012-11-14 00:00:00,,6416001988,1,NED,1996-05-01 00:00:00,Historic (1996),Historic (2012),9706355886,ABACUS PROPERTY GROUP,Private,3,Independent NED,2009,Australia,Director -SD,Australia,NED,"ASX ALL ORDINARIES, S&P/ASX200, S&P/ASX300",David J Bastian,1995-05-02 00:00:00,ROW - Company Network - 1,ROW,Director,Company Network,1,
121 Group Pty Ltd,Telecommunication Services,,390872301,Quoted,2012-11-01 00:00:00,,195996712157,2,Non-Brd,Current,Current,Historic (2012),32558555029,TELSTRA CORPORATION LTD,Private,3,Account Executive,2010-04-01 00:00:00,Australia,Executive,Australia,Non-Brd,"ASX ALL ORDINARIES, S&P/ASX 50, S&P/ASX100, S&P/ASX20, S&P/ASX200, S&P/ASX300",Ben Newport,2018-10-01 00:00:00,ROW - Company Network - 10,ROW,Director,Company Network,10,
1300 Australia Pty Ltd,Telecommunication Services,,390872301,Quoted,1996,,11280583366,11,NED,2016-12-01 00:00:00,Historic (2016),Historic (2016),16513399740,TELSTRA CORPORATION LTD,Private,25,Various Positions,1971-03-01 00:00:00,Australia,NED,Australia,Non-Brd,"ASX ALL ORDINARIES, S&P/ASX 50, S&P/ASX100, S&P/ASX20, S&P/ASX200, S&P/ASX300",Stuart Lee,2005,ROW - Company Network - 10,ROW,Director,Company Network,10,
1300 Australia Pty Ltd,Telecommunication Services,,390872301,Quoted,2013-10-01 00:00:00,,11280583366,11,NED,2016-12-01 00:00:00,Historic (2016),Historic (2016),16513399740,TELSTRA CORPORATION LTD,Private,4,Group MD,2010-03-29 00:00:00,Australia,NED,Australia,Non-Brd,"ASX ALL ORDINARIES, S&P/ASX 50, S&P/ASX100, S&P/ASX20, S&P/ASX200, S&P/ASX300",Stuart Lee,2005,ROW - Company Network - 10,ROW,Director,Company Network,10,
1300 Australia Pty Ltd,Telecommunication Services,,390872301,Quoted,2016-03-31 00:00:00,,11280583366,11,NED,2016-12-01 00:00:00,Historic (2016),Historic (2016),16513399740,TELSTRA CORPORATION LTD,Private,2,Group Executive - Sales,2013-10-01 00:00:00,Australia,NED,Australia,Non-Brd,"ASX ALL ORDINARIES, S&P/ASX 50, S&P/ASX100, S&P/ASX20, S&P/ASX200, S&P/ASX300",Stuart Lee,2005,ROW - Company Network - 10,ROW,Director,Company Network,10,
1300 Australia Pty Ltd,Telecommunication Services,,390872301,Quoted,2010-03-20 00:00:00,,11280583366,11,NED,2016-12-01 00:00:00,Historic (2016),Historic (2016),16513399740,TELSTRA CORPORATION LTD,Private,5,Division ED,2005-09-01 00:00:00,Australia,NED,Australia,Non-Brd,"ASX ALL ORDINARIES, S&P/ASX 50, S&P/ASX100, S&P/ASX20, S&P/ASX200, S&P/ASX300",Stuart Lee,2005,ROW - Company Network - 10,ROW,Director,Company Network,10,
21ViaNet (China) Inc,Software & Computer Services,,176431510678,Quoted,2016-06-16 00:00:00,,14562947917,,NED,,Historic,Historic (2016),16369769617,21VIANET GROUP INC,Private,2,Independent Director,2014-06-10 00:00:00,China,Director -SD,China,NED,,Doctor Eden Yi- teng Woon,,ROW - Company Network - 12,ROW,Director,Company Network,12,
21ViaNet (China) Inc,Software & Computer Services,,176431510678,Quoted,2012,,11855704468,1,Non-Brd,2008-12-01 00:00:00,Historic (2008),Historic (2017),16369769617,21VIANET GROUP INC,Private,1,Senior VP - Services,2011-04-21 00:00:00,China,VP/Regional General Manager,China,Non-Brd,,Feng Xiao,2008-01-01 00:00:00,ROW - Company Network - 12,ROW,Director,Company Network,12,
21ViaNet (China) Inc,Software & Computer Services,,176431510678,Quoted,2017-03-01 00:00:00,,11855704468,1,Non-Brd,2008-12-01 00:00:00,Historic (2008),Historic (2017),16369769617,21VIANET GROUP INC,Private,5,Senior VP - Sales,2012,China,VP/Regional General Manager,China,Non-Brd,,Feng Xiao,2008-01-01 00:00:00,ROW - Company Network - 12,ROW,Director,Company Network,12,
21ViaNet (China) Inc,Software & Computer Services,,176431510678,Quoted,2012,,11855704468,2,Non-Brd,1998-05-01 00:00:00,Historic (2008),Historic (2017),16369769617,21VIANET GROUP INC,Private,1,Senior VP - Services,2011-04-21 00:00:00,China,Sales Manager,China,Non-Brd,,Feng Xiao,1996-06-01 00:00:00,ROW - Company Network - 12,ROW,Director,Company Network,12,
21ViaNet (China) Inc,Software & Computer Services,,176431510678,Quoted,2017-03-01 00:00:00,,11855704468,2,Non-Brd,1998-05-01 00:00:00,Historic (2008),Historic (2017),16369769617,21VIANET GROUP INC,Private,5,Senior VP - Sales,2012,China,Sales Manager,China,Non-Brd,,Feng Xiao,1996-06-01 00:00:00,ROW - Company Network - 12,ROW,Director,Company Network,12,
​Dubai Judicial Institute (DJI),Transport,,189146311651,Quoted,,,178062110807,5,Non-Brd,Current,Current,Historic,25364958535,DP WORLD PLC (DP World Ltd prior to 03/2019),Government,,Senior Manager,,United Arab Emirates,Lecturer,United Arab Emirates,Non-Brd,,Doctor Wafi Dawood,2016-05-01 00:00:00,ROW - Company Network - 13,ROW,Director,Company Network,13,
2thePoint AG,Transport,,189146311651,Quoted,,,178062110807,5,Other,Current,Current,Historic,25366658535,DP WORLD PLC (DP World Ltd prior to 03/2019),Private,,Senior Manager,,Switzerland,Advisory Board Member,United Arab Emirates,Non-Brd,,Doctor Wafi Dawood,2016-05-01 00:00:00,ROW - Company Network - 13,ROW,Director,Company Network,13,
30% Club,Transport,,189146311651,Quoted,2015-06-30 00:00:00,,49178387,10,Other,Current,Current,Historic (2015),176043510645,DP WORLD PLC (DP World Ltd prior to 03/2019),Clubs,8,Vice Chairman (Senior Independent NED),2007-11-26 00:00:00,United Kingdom - England,Member,United Arab Emirates,NED,,Sir Thomas John Parker,2011-03-01 00:00:00,ROW - Company Network - 13,ROW,Director,Company Network,13,
30% Club GCC,Transport,,189146311651,Quoted,2011-02-01 00:00:00,,175779910621,,Other,,Historic,Historic (2015),25109468277,DP WORLD PLC (DP World Ltd prior to 03/2019),Clubs,3,Project Manager,2007-11-26 00:00:00,United Arab Emirates,Committee Member,United Arab Emirates,Non-Brd,,Ayesha (Aysha) Ali Al Junaidy,,ROW - Company Network - 13,ROW,Director,Company Network,13,
30% Club GCC,Transport,,189146311651,Quoted,2015-07-01 00:00:00,,175779910621,,Other,,Historic,Historic (2015),25109468277,DP WORLD PLC (DP World Ltd prior to 03/2019),Clubs,4,Director - Corporate Strategy,2011-02-01 00:00:00,United Arab Emirates,Committee Member,United Arab Emirates,Non-Brd,,Ayesha (Aysha) Ali Al Junaidy,,ROW - Company Network - 13,ROW,Director,Company Network,13,
Aalto University School of Business (Helsinki School of Economics prior to 01/2010),Real Estate,,180441610991,Quoted,,,13795857095,,Other,,Historic,Historic,186171511429,MAPLETREE COMMERCIAL TRUST (Formerly known as VivoCity Trust),Universities,,Various Positions,,Finland,Education,Singapore,Non-Brd,,Victor Liu,,ROW - Company Network - 14,ROW,Director,Company Network,14,
Air India Ltd (National Aviation Co of India Ltd prior to 11/2010),Real Estate,,180441610991,Quoted,2015-09-30 00:00:00,,11902194538,,NED,,Historic,Historic (2015),13183976371,MAPLETREE COMMERCIAL TRUST (Formerly known as VivoCity Trust),Private,4,Independent NED,2011-04-27 00:00:00,India,Director -SD,Singapore,NED,,Michael (Mike) George Barclay,,ROW - Company Network - 14,ROW,Director,Company Network,14,
All Saints Home,Real Estate,,180441610991,Quoted,2014-06-09 00:00:00,,11902414538,,Other,,Historic,Historic (2014),180533910999,MAPLETREE COMMERCIAL TRUST (Formerly known as VivoCity Trust),Charities,3,Independent NED,2011-04-27 00:00:00,Singapore,Director -SD,Singapore,NED,,Chee Meng Tan,,ROW - Company Network - 14,ROW,Director,Company Network,14,
APF 2 Property Investments (S) Pte Ltd,Real Estate,,180441610991,Quoted,2016-08-01 00:00:00,,11934364606,,NED,,Historic,Current,181104311039,MAPLETREE COMMERCIAL TRUST (Formerly known as VivoCity Trust),Private,< 1 Year,CFO Designate,2016-06-01 00:00:00,Singapore,Director -SD,Singapore,Non-Brd,,Bee (Janica) Lian Tan,,ROW - Company Network - 14,ROW,Director,Company Network,14,
APF 2 Property Investments (S) Pte Ltd,Real Estate,,180441610991,Quoted,Current,,11934364606,,NED,,Historic,Current,181104311039,MAPLETREE COMMERCIAL TRUST (Formerly known as VivoCity Trust),Private,5,CFO,2016-08-01 00:00:00,Singapore,Director -SD,Singapore,Non-Brd,,Bee (Janica) Lian Tan,,ROW - Company Network - 14,ROW,Director,Company Network,14,
21st Century Online English Education Co Ltd,Real Estate,,186943711491,Quoted,2018-08-10 00:00:00,,11373793565,6,NED,Current,Current,Historic (2018),26625919687,SWIRE PROPERTIES LTD,Private,7,Independent NED,2012-01-18 00:00:00,China,Deputy Chairman,Hong Kong SAR,NED,,Stephen Edward Bradley,2015,ROW - Company Network - 15,ROW,Director,Company Network,15,
ABN AMRO Securities (Singapore) Pte Ltd,Real Estate,,186943711491,Quoted,Current,,6662596422,,Non-Brd,,Historic,Current,25882339015,SWIRE PROPERTIES LTD,Private,8,NED,2013-07-01 00:00:00,Singapore,Chief Economist,Hong Kong SAR,NED,,Siang (Raymond) Keat Lim,,ROW - Company Network - 15,ROW,Director,Company Network,15,
AHK Air Hong Kong Ltd,Real Estate,,186943711491,Quoted,Current,,13415506645,2,Non-Brd,2013-08-01 00:00:00,Historic (2013),Current,10952032548,SWIRE PROPERTIES LTD,Private,3,HR Director,2018-08-01 00:00:00,Hong Kong SAR,COO,Hong Kong SAR,Non-Brd,,Anna Louise Thompson,2011-09-01 00:00:00,ROW - Company Network - 15,ROW,Director,Company Network,15,
Air Cargo Terminals Ltd,Real Estate,,186943711491,Quoted,2016-04-13 00:00:00,,6874798672,,NED,,Historic,Historic (2016),11573753953,SWIRE PROPERTIES LTD,Private,4,ED,2012-01-18 00:00:00,Hong Kong SAR,Director -SD,Hong Kong SAR,ED,,Cho (Davy) Ying Ho,,ROW - Company Network - 15,ROW,Director,Company Network,15,
AIR CHINA LTD,Real Estate,Leisure & Hotels,186943711491,Quoted,2014-03-14 00:00:00,,6671516534,8,NED,2014-03-14 00:00:00,Historic (2014),Historic (2014),94298312626,SWIRE PROPERTIES LTD,Quoted,2,Chairman (Executive),2012-01-18 00:00:00,Hong Kong SAR,NED,Hong Kong SAR,ED,,Christopher (Chris) Dale Pratt,2006-06-12 00:00:00,ROW - Company Network - 15,ROW,Director,Company Network,15,
20th Century Finance Corp Ltd,Speciality & Other Finance,,10642871374,Quoted,2015,,11395343607,3,Non-Brd,1997-01-01 00:00:00,Historic (1997),Historic (2015),10663821477,BAJAJ FINANCE LTD,Private,6,Business Head,2009-12-01 00:00:00,India,Regional Head,India,Non-Brd,BSE 200,Sanjeev Vij,1994-01-01 00:00:00,ROW - Company Network - 2,ROW,Director,Company Network,2,
3I INFOTECH LTD,Speciality & Other Finance,Software & Computer Services,10642871374,Quoted,2018-07-01 00:00:00,,11011962691,5,Non-Brd,2007-06-01 00:00:00,Historic (2007),Historic (2018),9646185044,BAJAJ FINANCE LTD,Quoted,9,COO,2009-06-01 00:00:00,India,Deputy General Manager,India,Non-Brd,BSE 200,Rakesh Bhatt,2002-06-01 00:00:00,ROW - Company Network - 2,ROW,Director,Company Network,2,
3M INDIA LTD (Birla 3M Ltd prior to 12/2002),Speciality & Other Finance,Diversified Industrials,10642871374,Quoted,Current,BSE 200,6970009527,6,NED,2014-08-04 00:00:00,Historic (2014),Current,11264423321,BAJAJ FINANCE LTD,Quoted,12,Independent Director,2008-10-22 00:00:00,India,Chairman (Independent Director),India,NED,BSE 200,Shri Doveton Jagannath Rao Balaji Rao,2008-09-10 00:00:00,ROW - Company Network - 2,ROW,Director,Company Network,2,
3M INDIA LTD (Birla 3M Ltd prior to 12/2002),Speciality & Other Finance,Diversified Industrials,10642871374,Quoted,Current,BSE 200,6970009527,7,NED,2008-09-10 00:00:00,Historic (2014),Current,11264423321,BAJAJ FINANCE LTD,Quoted,12,Independent Director,2008-10-22 00:00:00,India,Independent Director,India,NED,BSE 200,Shri Doveton Jagannath Rao Balaji Rao,2001-12-26 00:00:00,ROW - Company Network - 2,ROW,Director,Company Network,2,
A F Ferguson & Co CA,Speciality & Other Finance,,10642871374,Quoted,2016-02-03 00:00:00,,14567337917,3,Non-Brd,1994-06-01 00:00:00,Historic (1994),Historic (2016),63278812526,BAJAJ FINANCE LTD,Private,2,Senior VP/CFO,2014-08-01 00:00:00,India,Articled Clerk,India,Non-Brd,BSE 200,Shri Rajesh Viswanathan,1991-07-01 00:00:00,ROW - Company Network - 2,ROW,Director,Company Network,2,
21VIANET GROUP INC,Electricity,Software & Computer Services,16763699949,Quoted,2010,,201113812519,4,NED,Current,Current,Historic (2010),176431510678,CHINA LONGYUAN POWER GROUP CORP LTD,Quoted,1,Head of Investor Relations,2009-12-10 00:00:00,China,Director -SD,China,Non-Brd,,Wenbin Chen,2017-09-29 00:00:00,ROW - Company Network - 3,ROW,Director,Company Network,3,
Accounting Society of China (ASC),Electricity,,16763699949,Quoted,Current,,11867924486,4,ED,Current,Current,Current,8520233228,CHINA LONGYUAN POWER GROUP CORP LTD,Private,11,Independent NED,2009-12-10 00:00:00,China,Director -ED,China,NED,,Yan Meng,2016-10-01 00:00:00,ROW - Company Network - 3,ROW,Director,Company Network,3,
ADVANCED SEMICONDUCTOR MANUFACTURING CORPORATION LTD (De-listed 01/2019),Electricity,Information Technology Hardware,16763699949,Quoted,2010-11-20 00:00:00,,639296849,3,Non-Brd,2010-11-20 00:00:00,Historic (2010),Historic (2010),93397611988,CHINA LONGYUAN POWER GROUP CORP LTD,Quoted,1,Joint Company Secretary,2009-12-10 00:00:00,Hong Kong SAR,Joint Company Secretary,China,Non-Brd,,Doctor Wai (Maurice) Fung Ngai,2007-07-25 00:00:00,ROW - Company Network - 3,ROW,Director,Company Network,3,
All-China Youth Federation (ACYF),Electricity,,16763699949,Quoted,2019-09-24 00:00:00,,11871224486,,Non-Brd,,Historic,Historic (2019),7010409871,CHINA LONGYUAN POWER GROUP CORP LTD,Private,6,Chairman,2013-07-30 00:00:00,China,Deputy Secretary General,China,NED,,Baoping Qiao,,ROW - Company Network - 3,ROW,Director,Company Network,3,
All-China Youth Federation (ACYF),Electricity,,16763699949,Quoted,2013-07-30 00:00:00,,11871224486,,Non-Brd,,Historic,Historic (2019),7010409871,CHINA LONGYUAN POWER GROUP CORP LTD,Private,2,Chief Supervisor,2011-08-10 00:00:00,China,Deputy Secretary General,China,Non-Brd,,Baoping Qiao,,ROW - Company Network - 3,ROW,Director,Company Network,3,
ABBOTT LABORATORIES,Pharmaceuticals and Biotechnology,Pharmaceuticals and Biotechnology,153101873,Quoted,Current,"S&P 100, S&P 500",189393611673,2,Non-Brd,2008-09-01 00:00:00,Historic (2008),Current,14632025,EISAI CO LTD,Quoted,1,Senior VP/Division President,2020-06-19 00:00:00,United States,Sales Director,Japan,Non-Brd,Nikkei 225,Yanhui Feng,2006-09-01 00:00:00,ROW - Company Network - 4,ROW,Director,Company Network,4,
ABBOTT LABORATORIES,Pharmaceuticals and Biotechnology,Pharmaceuticals and Biotechnology,153101873,Quoted,2020-06-19 00:00:00,"S&P 100, S&P 500",189393611673,2,Non-Brd,2008-09-01 00:00:00,Historic (2008),Current,14632025,EISAI CO LTD,Quoted,4,Vice President,2016-06-17 00:00:00,United States,Sales Director,Japan,Non-Brd,Nikkei 225,Yanhui Feng,2006-09-01 00:00:00,ROW - Company Network - 4,ROW,Director,Company Network,4,
Abingworth LLP,Pharmaceuticals and Biotechnology,,153101873,Quoted,,,13965077277,2,Non-Brd,Current,Current,Historic,16493729723,EISAI CO LTD,Partnership,,Various Positions,,United Kingdom - England,Partner,Japan,Non-Brd,Nikkei 225,Doctor Brian M Gallagher Jr,2018-10-01 00:00:00,ROW - Company Network - 4,ROW,Director,Company Network,4,
Abingworth Management Ltd,Pharmaceuticals and Biotechnology,Private Equity,153101873,Quoted,,,13965077277,2,Non-Brd,Current,Current,Historic,5870511290,EISAI CO LTD,Partnership,,Various Positions,,United Kingdom - England,Partner,Japan,Non-Brd,Nikkei 225,Doctor Brian M Gallagher Jr,2018-10-01 00:00:00,ROW - Company Network - 4,ROW,Director,Company Network,4,
